Hours Studied,Test Score
3.745401188473625,72.41933884234517
9.50714306409916,98.39255672644565
7.319939418114051,86.02145567862905
5.986584841970366,78.4274057319054
1.5601864044243652,50.40832207028469
1.5599452033620265,54.20050497483659
0.5808361216819946,50.60098675361104
8.661761457749352,98.59441841984133
6.011150117432088,81.77384203500276
7.080725777960454,76.5884281129886
0.20584494295802447,52.6496445617641
9.699098521619943,96.57008120601813
8.324426408004218,88.23752203849129
2.1233911067827616,63.675336978118146
1.8182496720710062, 64.24624597283479
1.8340450985343382,63.82662608825268
3.0424224295953772,61.01602453186369
5.247564316322379,74.69175970235582
4.319450186421157,73.25356808912362
2.9122914019804194,69.4391826455139
6.118528947223795,78.19677354689252
1.3949386065204183,56.04639814928301
2.9214464853521815,59.07555755673076
3.663618432936917,62.33705904428123
4.56069984217036,76.86612832282279
7.851759613930136,96.0399982125048
1.9967378215835974,59.62363850001632
5.142344384136116,80.7293864101407
5.924145688620425,81.42890856834029
0.46450412719997725,49.09692186297426
6.075448519014383,82.18422062261399
1.7052412368729153,66.21638901669442
0.6505159298527952,53.07344945371422
9.488855372533333,100.0
9.656320330745594,85.18287613327924
8.08397348116461,94.52937992769917
3.0461376917337066,65.6659237998594
0.9767211400638387,53.38856894798985
6.842330265121569,84.67045520828536
4.4015249373960135,62.069780113975604
1.2203823484477883,55.00355230305138
4.951769101112702,76.54440836312224
0.34388521115218396,59.1088962794685
9.093204020787821,92.87466901257088
2.587799816000169,58.89653106553491
6.62522284353982,80.61732899977642
3.1171107608941098,70.16256439298093
5.200680211778108,77.64715660718898
5.4671027934327965,74.68671294832879
1.8485445552552704,61.80905994184313
